"Start","Stop","Length","Frame"
131483374,131483757,384,1
131533144,131533449,306,1
131545390,131545740,351,1
131551723,131552082,360,1
131577031,131577480,450,1
131648719,131649030,312,1
131734657,131735166,510,1
131781607,131781915,309,1
131808721,131809026,306,1
131841229,131842257,1029,1
131844511,131844810,300,1
131883169,131883582,414,1
131942518,131942925,408,1
131964700,131965023,324,1
131998297,131998710,414,1
132009739,132010038,300,1
132015946,132016323,378,1
132025480,132025983,504,1
132028795,132029106,312,1
132045595,132045909,315,1
132091873,132092457,585,1
132098188,132098538,351,1
132107107,132107406,300,1
132121564,132121941,378,1
132150523,132150891,369,1
132224455,132224976,522,1
132228379,132228717,339,1
132251032,132251544,513,1
132331522,132331845,324,1
132355261,132355587,327,1
132456475,132456957,483,1
132489751,132490080,330,1
132519475,132519843,369,1
132528112,132528444,333,1
132654268,132654714,447,1
132655462,132655884,423,1
132663838,132664296,459,1
132688420,132688752,333,1
132689563,132689961,399,1
132695917,132696243,327,1
132737401,132737760,360,1
132744994,132745362,369,1
132768346,132768654,309,1
132827902,132828225,324,1
132831439,132831756,318,1
132912106,132912438,333,1
133008625,133008948,324,1
133034575,133034889,315,1
133062070,133062408,339,1
133173859,133174287,429,1
133179439,133179831,393,1
133345306,133345620,315,1
133351423,133351755,333,1
133385479,133385778,300,1
133397419,133397736,318,1
133429867,133430244,378,1
133467148,133467471,324,1
133468258,133468581,324,1
133492615,133492920,306,1
133518094,133518402,309,1
133519687,133519986,300,1
133566526,133566837,312,1
133570915,133571250,336,1
133627507,133627869,363,1
133653823,133654260,438,1
133735315,133735692,378,1
133939741,133940052,312,1
134006227,134006526,300,1
134097313,134097636,324,1
134109733,134110095,363,1
134118832,134119236,405,1
134139352,134139660,309,1
134146564,134146914,351,1
134173789,134174154,366,1
134206540,134206899,360,1
134214025,134214330,306,1
134266885,134267193,309,1
134267986,134268291,306,1
134311315,134311671,357,1
134368930,134369382,453,1
134375929,134376285,357,1
134490118,134490429,312,1
134508715,134509023,309,1
134671876,134672178,303,1
134719111,134719467,357,1
134763436,134763948,513,1
134834020,134834427,408,1
134852584,134853051,468,1
134957449,134958210,762,1
134967880,134968182,303,1
134993575,134993901,327,1
135009379,135009702,324,1
135035164,135035517,354,1
135064141,135064458,318,1
135097003,135097320,318,1
135114898,135115203,306,1
135219739,135220071,333,1
135264763,135265254,492,1
135288421,135288768,348,1
135295204,135295512,309,1
135296578,135296892,315,1
135353590,135354144,555,1
135387568,135387960,393,1
135393229,135393537,309,1
135525553,135525852,300,1
135544453,135544767,315,1
135558217,135559446,1230,1
135570109,135570510,402,1
135582541,135583185,645,1
135628462,135628794,333,1
135629080,135629412,333,1
135641350,135641736,387,1
135744271,135744645,375,1
135801082,135801726,645,1
135837568,135837888,321,1
135857716,135858288,573,1
135949675,135950049,375,1
135952732,135953184,453,1
135953500,135953811,312,1
135988696,135989013,318,1
135995380,135995880,501,1
135998986,135999564,579,1
136045510,136045983,474,1
136070503,136071768,1266,1
136085953,136086300,348,1
136121914,136122360,447,1
136126513,136126875,363,1
136145920,136146231,312,1
136157488,136157913,426,1
136228876,136229271,396,1
136246774,136247073,300,1
136260028,136260411,384,1
136261294,136261593,300,1
136263118,136263456,339,1
136286671,136286988,318,1
136378840,136379283,444,1
136388185,136388508,324,1
136443931,136444413,483,1
136447744,136448253,510,1
136468969,136469289,321,1
136476910,136477314,405,1
136488805,136489188,384,1
136510735,136511055,321,1
136511311,136511634,324,1
136556032,136556388,357,1
136623076,136623399,324,1
136675216,136675599,384,1
136717153,136717479,327,1
136723180,136723614,435,1
136764145,136764531,387,1
136781242,136781550,309,1
136800760,136801170,411,1
136852441,136852761,321,1
136856248,136856607,360,1
136859017,136859466,450,1
136864867,136865181,315,1
136980820,136981152,333,1
136992013,136992360,348,1
137018671,137019060,390,1
137047903,137048241,339,1
137048662,137049054,393,1
137079028,137079357,330,1
137096809,137097135,327,1
137108662,137108976,315,1
137110819,137111145,327,1
137139238,137139639,402,1
137217214,137217531,318,1
137241532,137241918,387,1
137288827,137289150,324,1
137290240,137290623,384,1
137303263,137303571,309,1
137305237,137305635,399,1
137329642,137330094,453,1
137376508,137376864,357,1
137394739,137395104,366,1
137434534,137434833,300,1
137454022,137454387,366,1
137454718,137455044,327,1
137468248,137468559,312,1
137620003,137620497,495,1
137687293,137687622,330,1
137705722,137706570,849,1
137738644,137739051,408,1
137773945,137774286,342,1
137800495,137800797,303,1
137814112,137814441,330,1
137845321,137845650,330,1
137865556,137865864,309,1
137913481,137913789,309,1
137918509,137918859,351,1
137957026,137957337,312,1
137960404,137960775,372,1
137983834,137984256,423,1
137995717,137996091,375,1
138034786,138035148,363,1
138064963,138065505,543,1
138106063,138106395,333,1
138165364,138165684,321,1
138181114,138181545,432,1
138202756,138203076,321,1
138256744,138257052,309,1
138261364,138261765,402,1
138279346,138279648,303,1
138346213,138346515,303,1
138355186,138355581,396,1
138359548,138359850,303,1
138441043,138441348,306,1
138449080,138449394,315,1
138506722,138507039,318,1
138539848,138540222,375,1
138541564,138541932,369,1
138565996,138566295,300,1
138603490,138603792,303,1
138638398,138638865,468,1
138668419,138668742,324,1
138669322,138669684,363,1
138674989,138675564,576,1
138686140,138686439,300,1
138703936,138704322,387,1
138725563,138725880,318,1
138735985,138736407,423,1
138843685,138843993,309,1
138912250,138912567,318,1
138929881,138930207,327,1
138930850,138931173,324,1
138937414,138937716,303,1
138950098,138950400,303,1
139030261,139030590,330,1
139065682,139065996,315,1
139281670,139281978,309,1
139315204,139315656,453,1
139372534,139373010,477,1
139417930,139418229,300,1
139421914,139422231,318,1
139427218,139427526,309,1
139513852,139514166,315,1
139520365,139520676,312,1
139530394,139530702,309,1
139546165,139546500,336,1
139614532,139614864,333,1
139691122,139691466,345,1
139696759,139697187,429,1
139734214,139734696,483,1
139747342,139747647,306,1
139749649,139749951,303,1
139755877,139756386,510,1
139861252,139861695,444,1
139902679,139903047,369,1
139909393,139909782,390,1
139914910,139915347,438,1
140015308,140015619,312,1
140118748,140119080,333,1
140236111,140236473,363,1
140279464,140279796,333,1
140293258,140293587,330,1
140299495,140299869,375,1
140340253,140341083,831,1
140346550,140346927,378,1
140350303,140350602,300,1
140352928,140353236,309,1
140374387,140374809,423,1
140428495,140428797,303,1
140444335,140444904,570,1
140465590,140465994,405,1
140530876,140531388,513,1
140536300,140536716,417,1
140567569,140567979,411,1
140583403,140583735,333,1
140589040,140589753,714,1
140609377,140609718,342,1
140628454,140628792,339,1
140715346,140715699,354,1
140719987,140720310,324,1
140745028,140745375,348,1
140761468,140761824,357,1
140764540,140764878,339,1
140773336,140773647,312,1
140854693,140855010,318,1
140858497,140858913,417,1
140887471,140888178,708,1
141110503,141111282,780,1
141212953,141213318,366,1
141299413,141299721,309,1
141351199,141351504,306,1
141427921,141428325,405,1
141443752,141444180,429,1
141454480,141454815,336,1
141468517,141468825,309,1
141519241,141519615,375,1
141525955,141526254,300,1
141608278,141608667,390,1
141620341,141620658,318,1
141686761,141687177,417,1
141722176,141722514,339,1
141745495,141745923,429,1
141786133,141786513,381,1
141871282,141871656,375,1
141881527,141881931,405,1
141928258,141928566,309,1
142052611,142052967,357,1
142127458,142127766,309,1
142130548,142130997,450,1
142168822,142169160,339,1
142191349,142191699,351,1
142206826,142207341,516,1
142301137,142301466,330,1
142315945,142316247,303,1
142320649,142320993,345,1
142334944,142335246,303,1
142345258,142345602,345,1
142366471,142366800,330,1
142368736,142369044,309,1
142392400,142392807,408,1
142444375,142444707,333,1
142519147,142519449,303,1
142565731,142566312,582,1
142601689,142602192,504,1
142617694,142618020,327,1
142644583,142644906,324,1
142673887,142674213,327,1
142698334,142698741,408,1
142721782,142722198,417,1
142742239,142742550,312,1
142763206,142763901,696,1
142786105,142786485,381,1
142796956,142797270,315,1
142810954,142811448,495,1
142814791,142815156,366,1
142875982,142876287,306,1
142893064,142893573,510,1
142921810,142922124,315,1
142948408,142948824,417,1
142970935,142971915,981,1
142977535,142977843,309,1
143039782,143040126,345,1
143072572,143072889,318,1
143080882,143081193,312,1
143094061,143094405,345,1
143138002,143138328,327,1
143152162,143152524,363,1
143154448,143154849,402,1
143163016,143163498,483,1
143221582,143221941,360,1
143239240,143239767,528,1
143260204,143260503,300,1
143283358,143283687,330,1
143310097,143310450,354,1
143338117,143338596,480,1
143430034,143430339,306,1
143450569,143450883,315,1
143470777,143471082,306,1
143588038,143588382,345,1
143592421,143592759,339,1
143592946,143593269,324,1
143624653,143625120,468,1
143701066,143701437,372,1
143746267,143746794,528,1
143875441,143875749,309,1
143888092,143888415,324,1
143902417,143902728,312,1
143905192,143905596,405,1
143921257,143921619,363,1
144025888,144026190,303,1
144047083,144047394,312,1
144090487,144090786,300,1
144165778,144166086,309,1
144188410,144188724,315,1
144257080,144257382,303,1
144308143,144308463,321,1
144426931,144427317,387,1
144440797,144441213,417,1
144544162,144544935,774,1
144941905,144942264,360,1
144950632,144950940,309,1
145015090,145015455,366,1
145029538,145029939,402,1
145108777,145109097,321,1
145139773,145140201,429,1
145162426,145162752,327,1
145165099,145165563,465,1
145188502,145188816,315,1
145206355,145206765,411,1
145250323,145250622,300,1
145266793,145267122,330,1
145295515,145295835,321,1
145309381,145309680,300,1
145343575,145344036,462,1
145383493,145383840,348,1
145475782,145476081,300,1
145480912,145481289,378,1
145527202,145527579,378,1
145572766,145573098,333,1
145605655,145606050,396,1
145609627,145610040,414,1
145735183,145735506,324,1
145735876,145736382,507,1
145789267,145789593,327,1
145832215,145832556,342,1
145859371,145859814,444,1
145904281,145904607,327,1
146145244,146145594,351,1
146146048,146146359,312,1
146146759,146147193,435,1
146166508,146166873,366,1
146235976,146236653,678,1
146256658,146257005,348,1
146264956,146265261,306,1
146340472,146340912,441,1
146436892,146437374,483,1
146441119,146441442,324,1
146445004,146445516,513,1
146540335,146540886,552,1
146561005,146561319,315,1
146608399,146608725,327,1
146617855,146618256,402,1
146632576,146632950,375,1
146654746,146655216,471,1
146657842,146658147,306,1
146773000,146773419,420,1
146800468,146800938,471,1
146823523,146823888,366,1
146853805,146854143,339,1
146996581,146996895,315,1
147008311,147008748,438,1
147009010,147009435,426,1
147133351,147133704,354,1
147155095,147155451,357,1
147289450,147289863,414,1
147301768,147302193,426,1
147336313,147336657,345,1
147376345,147376647,303,1
147472132,147472629,498,1
147560617,147560937,321,1
147598678,147599004,327,1
147703165,147703536,372,1
147707317,147707703,387,1
147709285,147709773,489,1
147786760,147787146,387,1
147839713,147840141,429,1
147869521,147869964,444,1
147888928,147889341,414,1
147926062,147926460,399,1
147928897,147929313,417,1
147964201,147964542,342,1
147976375,147976683,309,1
148076623,148077057,435,1
148118761,148119078,318,1
148149031,148149372,342,1
148381378,148381947,570,1
148395016,148395405,390,1
148445965,148446315,351,1
148448899,148449261,363,1
148449994,148450359,366,1
148484356,148484850,495,1
148492612,148493055,444,1
148493593,148493916,324,1
148548049,148548516,468,1
148566550,148566954,405,1
148665517,148665861,345,1
148690816,148691199,384,1
148853704,148854126,423,1
148886578,148887006,429,1
148906987,148907415,429,1
148948390,148948779,390,1
148991560,148991928,369,1
149028946,149029296,351,1
149035420,149035758,339,1
149086714,149087142,429,1
149088406,149088711,306,1
149209243,149209611,369,1
149241931,149242287,357,1
149256886,149257266,381,1
149260768,149261148,381,1
149308786,149309160,375,1
149326798,149327124,327,1
149361295,149361624,330,1
149368918,149369241,324,1
149370466,149370801,336,1
149383606,149383998,393,1
149385730,149386029,300,1
149505544,149505843,300,1
149533030,149533332,303,1
149546203,149546607,405,1
149597761,149598174,414,1
149711851,149712219,369,1
150011710,150012021,312,1
150080605,150080907,303,1
150130534,150130878,345,1
150222319,150222732,414,1
150327988,150328305,318,1
150360181,150360672,492,1
150482653,150483015,363,1
150483751,150484056,306,1
150547546,150547860,315,1
150611704,150612024,321,1
150625543,150625866,324,1
150644122,150644493,372,1
150645526,150645831,306,1
150673051,150673371,321,1
150685861,150686175,315,1
150776833,150777261,429,1
150795370,150795756,387,1
150966577,150966966,390,1
150988423,150988851,429,1
151044061,151044489,429,1
151079542,151079943,402,1
151107199,151107501,303,1
151123510,151123848,339,1
151152997,151153413,417,1
151175257,151175574,318,1
151257535,151257837,303,1
151391839,151392204,366,1
151394662,151395027,366,1
151429003,151429308,306,1
151513363,151513725,363,1
151537786,151538457,672,1
151701715,151702134,420,1
151781242,151781955,714,1
151833262,151833624,363,1
152005885,152006199,315,1
152025835,152026188,354,1
152043142,152043498,357,1
152050732,152051118,387,1
152069080,152069592,513,1
152095639,152095974,336,1
152129395,152129730,336,1
152173810,152174109,300,1
152182480,152182893,414,1
152185573,152185884,312,1
152218165,152218524,360,1
152224525,152224923,399,1
152243719,152244147,429,1
152271676,152272071,396,1
152335249,152335557,309,1
152381530,152381874,345,1
152395438,152395782,345,1
152421928,152422257,330,1
152480116,152480553,438,1
152551663,152552196,534,1
152564752,152565084,333,1
152627449,152627988,540,1
152647516,152647827,312,1
152660632,152661090,459,1
152695927,152696283,357,1
152744530,152744862,333,1
152786911,152787630,720,1
152857468,152857806,339,1
152863972,152864712,741,1
152911867,152912205,339,1
152918284,152918682,399,1
152951650,152952006,357,1
152962945,152963301,357,1
152974444,152974755,312,1
153003199,153003603,405,1
153041902,153042225,324,1
153111046,153111453,408,1
153130894,153131223,330,1
153158245,153158568,324,1
153213082,153213666,585,1
153242923,153243303,381,1
153244654,153244986,333,1
153313960,153314337,378,1
153318172,153318513,342,1
153332371,153332799,429,1
153340378,153340689,312,1
153343561,153344013,453,1
153369688,153369996,309,1
153449197,153449556,360,1
153450460,153450768,309,1
153485359,153485733,375,1
153518656,153519054,399,1
153617170,153617556,387,1
153636619,153636933,315,1
153647878,153648231,354,1
153694828,153695157,330,1
153703942,153704364,423,1
153727951,153728346,396,1
153775033,153775350,318,1
153776518,153776853,336,1
153810367,153810741,375,1
153822298,153822690,393,1
153846169,153846480,312,1
153894052,153894462,411,1
153908674,153909009,336,1
153926860,153927162,303,1
153929983,153930300,318,1
154037035,154037337,303,1
154061731,154062150,420,1
154066987,154067295,309,1
154070794,154071093,300,1
154090510,154091010,501,1
154097317,154097637,321,1
154110724,154111035,312,1
154112776,154113096,321,1
154127029,154127844,816,1
154168741,154169043,303,1
154237057,154237407,351,1
154314295,154314615,321,1
154371307,154371822,516,1
154476916,154477248,333,1
154484350,154484790,441,1
154519786,154520085,300,1
154550881,154551231,351,1
154599601,154600200,600,1
154605889,154606359,471,1
154622836,154623195,360,1
154641826,154642344,519,1
154651516,154651827,312,1
154660423,154660980,558,1
154670047,154670547,501,1
154689505,154689858,354,1
154731358,154731732,375,1
154738303,154738629,327,1
154742353,154742790,438,1
154789111,154789446,336,1
154789735,154790196,462,1
154793068,154793379,312,1
154801570,154801893,324,1
154837834,154838163,330,1
154870936,154871277,342,1
154878634,154879008,375,1
154883773,154884294,522,1
154909507,154909830,324,1
154929616,154930005,390,1
155040667,155041008,342,1
155050540,155050866,327,1
155055022,155055321,300,1
155097565,155097870,306,1
155205088,155205519,432,1
155259409,155259846,438,1
155307280,155307642,363,1
155320885,155321310,426,1
155364259,155364708,450,1
155398213,155398572,360,1
155438353,155438727,375,1
155469853,155470197,345,1
155512033,155512335,303,1
155514220,155514564,345,1
155533009,155533536,528,1
155551966,155552412,447,1
155556127,155556459,333,1
155564557,155565024,468,1
155567449,155567976,528,1
155569855,155570292,438,1
155571472,155571816,345,1
155580736,155581047,312,1
155581711,155582058,348,1
155596348,155596713,366,1
155619802,155620149,348,1
155631151,155631594,444,1
155644450,155645103,654,1
155663593,155663904,312,1
155677153,155677500,348,1
155698888,155699526,639,1
155714989,155716440,1452,1
155731963,155732571,609,1
155765083,155765646,564,1
155769490,155769873,384,1
155782627,155783094,468,1
155785252,155785611,360,1
155789236,155789625,390,1
155795740,155796249,510,1
155812987,155813331,345,1
155894830,155895450,621,1
155938228,155938797,570,1
155942104,155942418,315,1
155946277,155946657,381,1
155990896,155991363,468,1
155996869,155997402,534,1
156051793,156052098,306,1
156083905,156084225,321,1
156087043,156087423,381,1
156114424,156114807,384,1
156142171,156142596,426,1
156167236,156167574,339,1
156197383,156197691,309,1
156230977,156231408,432,1
156277291,156277599,309,1
156277960,156278514,555,1
156285544,156285879,336,1
156294199,156294498,300,1
156334351,156334737,387,1
156378937,156379302,366,1
156384838,156385152,315,1
156417433,156417777,345,1
156426334,156426651,318,1
156429430,156429807,378,1
156462091,156462600,510,1
156491626,156491985,360,1
156511177,156511623,447,1
156565846,156566268,423,1
156603721,156604062,342,1
156624595,156625086,492,1
156661312,156663168,1857,1
156691522,156691842,321,1
156695965,156696285,321,1
156722626,156722955,330,1
156801931,156802437,507,1
156904984,156905430,447,1
156943024,156943353,330,1
156945085,156945447,363,1
157002448,157002813,366,1
157029952,157030293,342,1
157048690,157049055,366,1
157079638,157079982,345,1
157093408,157093836,429,1
157110088,157110408,321,1
157121197,157121496,300,1
157160386,157160868,483,1
157170664,157171092,429,1
157178740,157179039,300,1
157214071,157214619,549,1
157225597,157225908,312,1
157236445,157236957,513,1
157266889,157267242,354,1
157272007,157272321,315,1
157273264,157273617,354,1
157283092,157283424,333,1
157394260,157394586,327,1
157437856,157438158,303,1
157444240,157444596,357,1
157458253,157458621,369,1
157461640,157461963,324,1
157464712,157465062,351,1
157522303,157522767,465,1
157543363,157543698,336,1
157593970,157594278,309,1
157601869,157602222,354,1
157606804,157607106,303,1
157636504,157636821,318,1
157756906,157757238,333,1
157779388,157779729,342,1
157786573,157786884,312,1
157857574,157857957,384,1
157865716,157866015,300,1
157886875,157887378,504,1
157891645,157891944,300,1
157948057,157948527,471,1
157986511,157986813,303,1
158000350,158000664,315,1
158011933,158012268,336,1
158035120,158035521,402,1
158055658,158056068,411,1
158075017,158075661,645,1
158102611,158102988,378,1
158114536,158115003,468,1
158130526,158130903,378,1
158148094,158148507,414,1
158155165,158155785,621,1
158163046,158163363,318,1
158165137,158165472,336,1
158165938,158166255,318,1
158215324,158215635,312,1
158226010,158226441,432,1
158312551,158312910,360,1
158344717,158345196,480,1
158359030,158359371,342,1
158367241,158367714,474,1
158368177,158368524,348,1
158401501,158402226,726,1
158402452,158402778,327,1
158407882,158408241,360,1
158419921,158420226,306,1
158430016,158430381,366,1
158432851,158433171,321,1
158447236,158447679,444,1
158472334,158472678,345,1
158495353,158495661,309,1
158496664,158497086,423,1
158497300,158497677,378,1
158502778,158503248,471,1
158503309,158503734,426,1
158505829,158506131,303,1
158527258,158527737,480,1
158541475,158541804,330,1
158567977,158568285,309,1
158578435,158578827,393,1
158640241,158640546,306,1
158650549,158650950,402,1
158673865,158674164,300,1
158680933,158681307,375,1
158681455,158681997,543,1
158689471,158689857,387,1
158691265,158691588,324,1
158714497,158714844,348,1
158724274,158724624,351,1
158727571,158727879,309,1
158729746,158730693,948,1
158742469,158742828,360,1
158744758,158745270,513,1
158807302,158807640,339,1
158857732,158858184,453,1
158865277,158865645,369,1
158875171,158875527,357,1
158893459,158893824,366,1
158897227,158897775,549,1
158898958,158899350,393,1
158917063,158917452,390,1
158931667,158932074,408,1
158943844,158944218,375,1
158947255,158947722,468,1
158950255,158950566,312,1
158959825,158960133,309,1
158966200,158966550,351,1
158995924,158996286,363,1
158997841,158998332,492,1
159001957,159002331,375,1
159004384,159004695,312,1
159009733,159010080,348,1
159029743,159030060,318,1
159030742,159031065,324,1
159062512,159062877,366,1
159072430,159072765,336,1
159096583,159096885,303,1
159106903,159107217,315,1
159117571,159117930,360,1
159119380,159119706,327,1
159119932,159120441,510,1
159126865,159127167,303,1
159137932,159138324,393,1
159161206,159161526,321,1
159181252,159181554,303,1
159184984,159185295,312,1
159199930,159200253,324,1
159215821,159216159,339,1
159220087,159220494,408,1
159292675,159293007,333,1
159340717,159341229,513,1
159373051,159373725,675,1
159394408,159394737,330,1
159410806,159411108,303,1
159456769,159457077,309,1
159486205,159486504,300,1
159500032,159500331,300,1
159520180,159520512,333,1
159525838,159526218,381,1
159563533,159563835,303,1
159586996,159587472,477,1
159597139,159597447,309,1
159598663,159598983,321,1
159623704,159624024,321,1
159645595,159645900,306,1
159654256,159654672,417,1
159680998,159681354,357,1
159710386,159710748,363,1
159719185,159719508,324,1
159766219,159766773,555,1
159878251,159878604,354,1
159906610,159906933,324,1
159926518,159926898,381,1
159940873,159941352,480,1
160021792,160022115,324,1
160098013,160098363,351,1
160113658,160114059,402,1
160198303,160198662,360,1
160199848,160200273,426,1
160206280,160206639,360,1
160218013,160218339,327,1
160278748,160279116,369,1
160294594,160294968,375,1
160296886,160297194,309,1
160342474,160342860,387,1
160343689,160344207,519,1
160363837,160364235,399,1
160368505,160368900,396,1
160385425,160386114,690,1
160422865,160423230,366,1
160466590,160466991,402,1
160473019,160473348,330,1
160477426,160477728,303,1
160482427,160482846,420,1
160510675,160511010,336,1
160536796,160537389,594,1
160541902,160542210,309,1
160584637,160584975,339,1
160594669,160595085,417,1
160604926,160605348,423,1
160639027,160639488,462,1
160667593,160667967,375,1
160668523,160668906,384,1
160677439,160677786,348,1
160681216,160681638,423,1
160780858,160781205,348,1
160783444,160783764,321,1
160790185,160790490,306,1
160791091,160791468,378,1
160797934,160798242,309,1
160836316,160836618,303,1
160847800,160848252,453,1
160885984,160886331,348,1
160934827,160935195,369,1
160936042,160936368,327,1
160952206,160952892,687,1
161007997,161008302,306,1
161009923,161010327,405,1
161030011,161030316,306,1
161051836,161052264,429,1
161121994,161122350,357,1
161168833,161169264,432,1
161178745,161179065,321,1
161203567,161203866,300,1
161207014,161207433,420,1
161207896,161208228,333,1
161248429,161248845,417,1
161251894,161252220,327,1
161255647,161255961,315,1
161279902,161280447,546,1
161310337,161310711,375,1
161357251,161357598,348,1
161364499,161364837,339,1
161385241,161385570,330,1
161396776,161397285,510,1
161410429,161410788,360,1
161426335,161426688,354,1
161505817,161506272,456,1
161537971,161538291,321,1
161556796,161557098,303,1
161576824,161577327,504,1
161625958,161626281,324,1
161657365,161657892,528,1
161670517,161670858,342,1
161682670,161682984,315,1
161715229,161715639,411,1
161727223,161727528,306,1
161738389,161738703,315,1
161761234,161761608,375,1
161783647,161784117,471,1
161822500,161822961,462,1
161842420,161842728,309,1
161858938,161859294,357,1
161869945,161870268,324,1
161890258,161890788,531,1
161958871,161959299,429,1
161971609,161971953,345,1
162023878,162024222,345,1
162024985,162025341,357,1
162043366,162043806,441,1
162054997,162055356,360,1
162061297,162061725,429,1
162307396,162307719,324,1
162423772,162424200,429,1
162433384,162433695,312,1
162448039,162448584,546,1
162461854,162462531,678,1
162510202,162510558,357,1
162544531,162544872,342,1
162572014,162572346,333,1
162597211,162597594,384,1
162804106,162804534,429,1
162857440,162857763,324,1
162890578,162890937,360,1
163033327,163033677,351,1
163043191,163043538,348,1
163100845,163101267,423,1
163141375,163141830,456,1
163225141,163225521,381,1
163232965,163233300,336,1
163268344,163268691,348,1
163288924,163289271,348,1
163301662,163302099,438,1
163320811,163321182,372,1
163447840,163448178,339,1
163457068,163457445,378,1
163483492,163483845,354,1
163568686,163569102,417,1
163616326,163616697,372,1
163638310,163638624,315,1
163705750,163706286,537,1
163789282,163789641,360,1
163875115,163875441,327,1
163940776,163941225,450,1
163957198,163957794,597,1
163971208,163971573,366,1
163972777,163973118,342,1
164068894,164069223,330,1
164145154,164145456,303,1
164169376,164169675,300,1
164180989,164181297,309,1
164195341,164195676,336,1
164251027,164251407,381,1
164284144,164284518,375,1
164300971,164301330,360,1
164320351,164320704,354,1
164397691,164398188,498,1
164407402,164407785,384,1
164409508,164409879,372,1
164437618,164437920,303,1
164463985,164464311,327,1
164526850,164527149,300,1
164597941,164598354,414,1
164667817,164668254,438,1
164729188,164729601,414,1
164739307,164739735,429,1
164765971,164766306,336,1
164791132,164791437,306,1
164817742,164818083,342,1
164880073,164880504,432,1
164940556,164941002,447,1
165019705,165020562,858,1
165086839,165087228,390,1
165124156,165124464,309,1
165325717,165326169,453,1
165402745,165403173,429,1
165410230,165410577,348,1
165458941,165459300,360,1
165613279,165613599,321,1
165632086,165632406,321,1
165711481,165711795,315,1
165921814,165922227,414,1
165986542,165986865,324,1
165996823,165997782,960,1
166003492,166004238,747,1
166032781,166033083,303,1
166125487,166125867,381,1
166203364,166203732,369,1
166208050,166208406,357,1
166231948,166232247,300,1
166274482,166274823,342,1
166372978,166373397,420,1
166582405,166582809,405,1
166762327,166762719,393,1
166881631,166881933,303,1
166933651,166933971,321,1
167015554,167015856,303,1
167036146,167036469,324,1
167181322,167181750,429,1
167290942,167291283,342,1
167335246,167335575,330,1
167421661,167422059,399,1
167432437,167432742,306,1
167465803,167466192,390,1
167512936,167513247,312,1
167550916,167551248,333,1
167577061,167577498,438,1
167738797,167739111,315,1
167958769,167959116,348,1
168007288,168007722,435,1
168051964,168052323,360,1
168054871,168055173,303,1
168105580,168105969,390,1
168160525,168160830,306,1
168210079,168210411,333,1
168211804,168212175,372,1
168275155,168275583,429,1
168289327,168289671,345,1
168300481,168300780,300,1
168362404,168362727,324,1
168364849,168365166,318,1
168427516,168427902,387,1
168564679,168565455,777,1
168817330,168817644,315,1
168841381,168841761,381,1
168875800,168876099,300,1
168942265,168942693,429,1
169013347,169013658,312,1
169061074,169061379,306,1
169082470,169082826,357,1
169117273,169117599,327,1
169150450,169150761,312,1
169223914,169224345,432,1
169269202,169269558,357,1
169297636,169298019,384,1
169476982,169477536,555,1
169488433,169488765,333,1
169543624,169544040,417,1
169552903,169553466,564,1
169555771,169556214,444,1
169560214,169560642,429,1
169641832,169642152,321,1
169818316,169818618,303,1
169939906,169940319,414,1
169957927,169958379,453,1
170066728,170067156,429,1
170295619,170295936,318,1
170398417,170398842,426,1
170465293,170465646,354,1
170482867,170483175,309,1
170491612,170491977,366,1
170609371,170609691,321,1
170618755,170619153,399,1
170642875,170643240,366,1
170668339,170668707,369,1
170686420,170686785,366,1
170758144,170758455,312,1
170794366,170794677,312,1
170913037,170913339,303,1
170973274,170973702,429,1
171048295,171048645,351,1
171099142,171099465,324,1
171111913,171112338,426,1
171124411,171124752,342,1
171144820,171145170,351,1
171159553,171159960,408,1
171182266,171182784,519,1
171226648,171226971,324,1
171264100,171264429,330,1
171264526,171264858,333,1
171265957,171266334,378,1
171276337,171276696,360,1
171278173,171278541,369,1
171299854,171300183,330,1
171444337,171444639,303,1
171469870,171470184,315,1
171472195,171472548,354,1
171476263,171476595,333,1
171498958,171499350,393,1
171575413,171575760,348,1
171623425,171623742,318,1
171645664,171646020,357,1
171664126,171664566,441,1
171678070,171678519,450,1
171750187,171750537,351,1
171764236,171764847,612,1
171800365,171800775,411,1
171952324,171952719,396,1
171960043,171960384,342,1
171962620,171962952,333,1
171965128,171965457,330,1
171980119,171980448,330,1
171983629,171983964,336,1
172011427,172011891,465,1
172048504,172048812,309,1
172108978,172109358,381,1
172112944,172113366,423,1
172135768,172136070,303,1
172148689,172149039,351,1
172215649,172215987,339,1
172292635,172293030,396,1
172295548,172296108,561,1
172333105,172333581,477,1
172443568,172443981,414,1
172447303,172447650,348,1
172577506,172577919,414,1
172583464,172583805,342,1
172588423,172588764,342,1
172639426,172639731,306,1
172688512,172688925,414,1
172689127,172689540,414,1
172823896,172824249,354,1
172914328,172914666,339,1
172954240,172954689,450,1
172986073,172986372,300,1
173086192,173086536,345,1
173093977,173094357,381,1
173107339,173107848,510,1
173232520,173232870,351,1
173268523,173268834,312,1
173284636,173284935,300,1
173377693,173378121,429,1
173393287,173393661,375,1
173414686,173415099,414,1
173439538,173439945,408,1
173470528,173470851,324,1
173776993,173777298,306,1
173840521,173840838,318,1
173883766,173884098,333,1
173999428,173999847,420,1
174048205,174048693,489,1
174140170,174140550,381,1
174220045,174220374,330,1
174250621,174251034,414,1
174261037,174261801,765,1
174263722,174264078,357,1
174308872,174309210,339,1
