"Start","Stop","Length","Frame"
185046733,185047134,402,1
185052085,185052411,327,1
185078422,185078853,432,1
185091016,185091375,360,1
185111572,185111880,309,1
185124667,185125020,354,1
185153047,185153562,516,1
185157490,185158455,966,1
185162314,185162625,312,1
185197105,185197854,750,1
185199802,185200365,564,1
185204242,185204559,318,1
185239360,185239755,396,1
185250121,185250423,303,1
185254573,185255085,513,1
185262490,185262843,354,1
185292967,185293557,591,1
185297038,185297424,387,1
185323504,185324007,504,1
185327053,185327568,516,1
185378737,185379039,303,1
185456755,185457126,372,1
185502919,185503320,402,1
185510248,185510598,351,1
185511400,185511714,315,1
185550214,185550558,345,1
185551504,185551986,483,1
185582509,185582820,312,1
185585506,185585805,300,1
185589856,185590203,348,1
185613364,185613843,480,1
185614474,185614773,300,1
185625853,185626338,486,1
185634472,185634819,348,1
185648440,185648829,390,1
185671462,185671908,447,1
185673655,185674380,726,1
185675980,185676300,321,1
185683705,185684049,345,1
185705344,185705727,384,1
185707990,185708310,321,1
185718595,185719107,513,1
185724832,185725206,375,1
185728000,185728362,363,1
185735182,185735532,351,1
185780371,185780886,516,1
185786329,185787024,696,1
185842288,185842632,345,1
185861731,185862033,303,1
185889133,185889600,468,1
185913361,185913711,351,1
185924833,185925153,321,1
185934424,185934723,300,1
185942758,185943081,324,1
185973436,185973843,408,1
185978821,185979153,333,1
185988361,185988936,576,1
185990017,185990559,543,1
186000784,186001335,552,1
186002149,186002487,339,1
186017398,186017763,366,1
186030562,186030993,432,1
186054412,186054720,309,1
186078817,186079119,303,1
186083449,186083760,312,1
186094873,186095658,786,1
186109528,186109857,330,1
186113812,186114120,309,1
186149572,186149880,309,1
186151348,186151800,453,1
186268189,186268575,387,1
186300286,186300609,324,1
186300838,186301176,339,1
186308764,186309105,342,1
186332251,186332613,363,1
186354085,186354510,426,1
186356389,186356718,330,1
186365917,186366690,774,1
186372781,186373083,303,1
186389065,186389394,330,1
186425986,186426531,546,1
186434356,186434838,483,1
186437656,186438027,372,1
186448060,186448833,774,1
186487921,186488313,393,1
186491935,186492264,330,1
186495811,186496119,309,1
186515422,186515721,300,1
186544816,186545301,486,1
186568411,186568770,360,1
186676198,186676518,321,1
186688189,186688506,318,1
186705325,186705729,405,1
186735955,186736287,333,1
186774292,186774630,339,1
186789844,186790143,300,1
186793885,186794232,348,1
186801973,186802281,309,1
186811042,186811410,369,1
186832486,186832890,405,1
186833308,186833613,306,1
186858289,186858669,381,1
186874162,186874647,486,1
186884722,186885027,306,1
186886486,186886821,336,1
186887317,186887682,366,1
186887797,186888108,312,1
186894100,186894423,324,1
186896398,186896751,354,1
186960214,186961032,819,1
186966817,186967176,360,1
186967876,186969858,1983,1
186989305,186989724,420,1
187052569,187052883,315,1
187079773,187080078,306,1
187085404,187085826,423,1
187092223,187092741,519,1
187098445,187098891,447,1
187105732,187106109,378,1
187111981,187112352,372,1
187118587,187119057,471,1
187136023,187136334,312,1
187145536,187145994,459,1
187147573,187147887,315,1
187187788,187188135,348,1
187190125,187190466,342,1
187206202,187206534,333,1
187225519,187226223,705,1
187230223,187230522,300,1
187296286,187296666,381,1
187312960,187313283,324,1
187327318,187327623,306,1
187357657,187357989,333,1
187367257,187367673,417,1
187374304,187374936,633,1
187379995,187380360,366,1
187395442,187399287,3846,1
187400632,187401018,387,1
187429783,187430211,429,1
187439632,187439988,357,1
187450582,187450968,387,1
187453351,187453695,345,1
187461067,187461522,456,1
187466470,187466910,441,1
187485838,187486227,390,1
187496260,187496817,558,1
187534645,187535073,429,1
187555849,187556361,513,1
187558783,187559124,342,1
187580365,187580748,384,1
187616425,187616880,456,1
187619239,187620165,927,1
187624930,187625367,438,1
187751890,187752543,654,1
187772326,187772643,318,1
187802440,187802760,321,1
187807450,187807845,396,1
187815490,187816164,675,1
187868683,187868985,303,1
187893442,187893870,429,1
188005177,188005476,300,1
188018422,188018781,360,1
188025049,188025423,375,1
188039857,188040351,495,1
188048818,188049228,411,1
188069233,188069541,309,1
188114653,188115012,360,1
188120737,188121105,369,1
188134336,188134668,333,1
188150152,188150733,582,1
188189269,188189631,363,1
188194651,188195016,366,1
188198605,188198940,336,1
188216752,188217090,339,1
188237458,188237778,321,1
188264920,188265222,303,1
188293084,188293413,330,1
188310781,188311380,600,1
188324221,188326392,2172,1
188340979,188341572,594,1
188383669,188384103,435,1
188400127,188400447,321,1
188482942,188483262,321,1
188483719,188484057,339,1
188484400,188484729,330,1
188506504,188506878,375,1
188507089,188507406,318,1
188510569,188511054,486,1
188535094,188535639,546,1
188567773,188568207,435,1
188588413,188588925,513,1
188594254,188594559,306,1
188603062,188603421,360,1
188643028,188643342,315,1
188680714,188681151,438,1
188690821,188691120,300,1
188733454,188733771,318,1
188793787,188794578,792,1
188820031,188820510,480,1
188821579,188821953,375,1
188835184,188835501,318,1
188850016,188850354,339,1
188871157,188871537,381,1
188876518,188877225,708,1
188899831,188900193,363,1
188917513,188917857,345,1
188924821,188925375,555,1
188943892,188944254,363,1
188982391,188982858,468,1
188988328,188989161,834,1
189007471,189008202,732,1
189009835,189010149,315,1
189016084,189016410,327,1
189023449,189023808,360,1
189031204,189031566,363,1
189063490,189063789,300,1
189072808,189073182,375,1
189081688,189082053,366,1
189132721,189133026,306,1
189192040,189192357,318,1
189230947,189231261,315,1
189231634,189232047,414,1
189241930,189242259,330,1
189249439,189249792,354,1
189256795,189257124,330,1
189280378,189280869,492,1
189298894,189299274,381,1
189311629,189311985,357,1
189326698,189327108,411,1
189329092,189329667,576,1
189336940,189337287,348,1
189345886,189346257,372,1
189368239,189368598,360,1
189384298,189384636,339,1
189391378,189392184,807,1
189396901,189397215,315,1
189420352,189420714,363,1
189430471,189430833,363,1
189465193,189465555,363,1
189466408,189466992,585,1
189467131,189467643,513,1
189481147,189481461,315,1
189490486,189490992,507,1
189500410,189501312,903,1
189502399,189502764,366,1
189507040,189507528,489,1
189559963,189560274,312,1
189586720,189587019,300,1
189597838,189598293,456,1
189635041,189635592,552,1
189649936,189650241,306,1
189680392,189680715,324,1
189689227,189689532,306,1
189700630,189700944,315,1
189717625,189717927,303,1
189742327,189742626,300,1
189753637,189753999,363,1
189754174,189754476,303,1
189771493,189771801,309,1
189779254,189779556,303,1
189786145,189786444,300,1
189789304,189789666,363,1
189800302,189800691,390,1
189809044,189809469,426,1
189827965,189828330,366,1
189849043,189849459,417,1
189869083,189869481,399,1
189874273,189874599,327,1
189884563,189884937,375,1
189890317,189890697,381,1
189891379,189891738,360,1
189896647,189896958,312,1
189898855,189899211,357,1
189905674,189906306,633,1
189980950,189981327,378,1
189984031,189984399,369,1
189991090,189991422,333,1
189996328,189996636,309,1
190031770,190032129,360,1
190076770,190077102,333,1
190089388,190089786,399,1
190125238,190125684,447,1
190140892,190141257,366,1
190151980,190152849,870,1
190169278,190169607,330,1
190176577,190176900,324,1
190177528,190177905,378,1
190183105,190183524,420,1
190188427,190188786,360,1
190215256,190215573,318,1
190250449,190250748,300,1
190259959,190260426,468,1
190263922,190264305,384,1
190277602,190278102,501,1
190281421,190281804,384,1
190292557,190292991,435,1
190296454,190296798,345,1
190322185,190322559,375,1
190341832,190342281,450,1
190412869,190413171,303,1
190428514,190429032,519,1
190479685,190480095,411,1
190497859,190498200,342,1
190498915,190499286,372,1
190513510,190513947,438,1
190526968,190527375,408,1
190529149,190529472,324,1
190529710,190530042,333,1
190538794,190539282,489,1
190542796,190543263,468,1
190543540,190543845,306,1
190550782,190551096,315,1
190554160,190554525,366,1
190563676,190564107,432,1
190570162,190570698,537,1
190593550,190593897,348,1
190599091,190599483,393,1
190600990,190601340,351,1
190615732,190617240,1509,1
190632766,190633440,675,1
190637326,190637940,615,1
190648777,190649466,690,1
190674448,190674810,363,1
190688104,190688643,540,1
190692532,190693062,531,1
190701664,190702017,354,1
190714579,190715124,546,1
190725301,190725699,399,1
190729813,190730157,345,1
190741351,190741722,372,1
190747228,190747614,387,1
190754065,190754409,345,1
190757029,190757448,420,1
190764757,190765125,369,1
190769620,190770129,510,1
190786711,190787064,354,1
190792936,190793352,417,1
190819381,190819830,450,1
190845226,190845543,318,1
190858027,190858353,327,1
190862992,190863309,318,1
190896787,190897314,528,1
190902655,190903296,642,1
190928782,190929126,345,1
190932874,190933233,360,1
190969477,190969839,363,1
190979692,190980144,453,1
191081215,191081541,327,1
191097682,191097990,309,1
191102161,191102493,333,1
191119072,191119383,312,1
191120155,191120457,303,1
191160118,191160804,687,1
191161057,191161476,420,1
191164414,191164743,330,1
191165857,191166156,300,1
191198512,191199111,600,1
191205328,191205822,495,1
191220823,191221149,327,1
191263972,191264274,303,1
191299240,191299581,342,1
191301808,191302128,321,1
191303059,191303646,588,1
191310694,191311122,429,1
191313430,191314014,585,1
191348794,191349174,381,1
191352895,191353206,312,1
191400262,191400609,348,1
191402230,191402703,474,1
191410741,191411124,384,1
191419666,191420100,435,1
191442235,191442549,315,1
191445634,191445948,315,1
191449054,191449425,372,1
191454955,191455266,312,1
191456587,191457225,639,1
191477458,191477787,330,1
191480074,191480607,534,1
191490910,191491314,405,1
191498248,191498607,360,1
191501125,191501478,354,1
191504932,191505234,303,1
191529670,191529996,327,1
191611870,191612220,351,1
191648230,191648625,396,1
191666416,191666805,390,1
191683924,191684259,336,1
191718508,191718954,447,1
191719330,191719686,357,1
191730451,191730762,312,1
191793814,191794284,471,1
191798320,191798637,318,1
191816380,191816724,345,1
191847169,191847612,444,1
191855449,191855838,390,1
191866189,191866524,336,1
191886304,191886675,372,1
191907007,191907717,711,1
191934784,191936394,1611,1
191936722,191939808,3087,1
191942899,191943249,351,1
191949799,191950221,423,1
191951119,191951544,426,1
191956222,191956530,309,1
191959021,191959371,351,1
191960827,191961426,600,1
191961940,191962341,402,1
191977381,191977713,333,1
191984503,191984817,315,1
191991463,191991798,336,1
191994013,191994318,306,1
191994970,191995413,444,1
191997622,191998002,381,1
192000736,192001173,438,1
192057346,192057648,303,1
192059440,192059763,324,1
192081448,192081846,399,1
192097987,192098295,309,1
192118684,192119088,405,1
192137989,192138318,330,1
192152431,192153084,654,1
192167416,192167730,315,1
192175939,192176256,318,1
192184027,192185073,1047,1
192193810,192194247,438,1
192195508,192196059,552,1
192210250,192210690,441,1
192213622,192214026,405,1
192244945,192245280,336,1
192251755,192252096,342,1
192272182,192272481,300,1
192300949,192301293,345,1
192309760,192310086,327,1
192317590,192317937,348,1
192320149,192320472,324,1
192322108,192322644,537,1
192323941,192324429,489,1
192379657,192379986,330,1
192388393,192388875,483,1
192390184,192390522,339,1
192398809,192399144,336,1
192433177,192433527,351,1
192445432,192445812,381,1
192455566,192455892,327,1
192457948,192458460,513,1
192491227,192491574,348,1
192505312,192506121,810,1
192525388,192525705,318,1
192527608,192527937,330,1
192542221,192542544,324,1
192566416,192566790,375,1
192572476,192573027,552,1
192583336,192583854,519,1
192609268,192609711,444,1
192665092,192666606,1515,1
192676495,192677004,510,1
192686140,192686448,309,1
192725359,192725700,342,1
192733420,192733746,327,1
192746824,192747243,420,1
192750922,192751392,471,1
192764161,192764478,318,1
192790897,192791247,351,1
192793228,192793740,513,1
192794944,192795573,630,1
192804643,192805035,393,1
192807538,192807942,405,1
192833698,192834015,318,1
192846340,192846795,456,1
192855580,192855915,336,1
192953650,192954387,738,1
192957946,192958761,816,1
192970750,192971088,339,1
192999502,193000068,567,1
193004347,193004661,315,1
193010536,193010913,378,1
193065133,193065504,372,1
193065742,193066107,366,1
193066675,193066980,306,1
193084108,193084413,306,1
193087426,193087734,309,1
193097989,193098633,645,1
193111696,193111995,300,1
193130104,193130601,498,1
193135780,193136103,324,1
193158481,193158789,309,1
193174342,193175133,792,1
193196332,193196646,315,1
193201039,193201353,315,1
193201828,193202133,306,1
193245382,193245699,318,1
193253356,193253706,351,1
193256044,193256580,537,1
193259455,193259817,363,1
193286200,193286508,309,1
193287286,193287591,306,1
193312717,193313160,444,1
193317181,193317594,414,1
193338646,193339104,459,1
193385323,193385793,471,1
193449481,193449819,339,1
193477768,193478076,309,1
193488301,193488612,312,1
193509667,193510212,546,1
193518520,193518831,312,1
193521805,193522200,396,1
193599781,193600149,369,1
193636114,193636500,387,1
193653967,193654353,387,1
193656250,193656654,405,1
193672816,193673136,321,1
193674286,193674618,333,1
193686781,193687344,564,1
193723129,193723635,507,1
193738735,193739055,321,1
193744489,193744806,318,1
193752745,193753056,312,1
193816483,193816812,330,1
193819081,193819719,639,1
193838611,193839018,408,1
193874611,193875081,471,1
193891726,193892070,345,1
193919593,193919892,300,1
193930543,193930845,303,1
193943689,193943994,306,1
193944202,193944513,312,1
193960681,193961316,636,1
194033188,194033613,426,1
194067502,194067855,354,1
194071786,194074116,2331,1
194076454,194076753,300,1
194090335,194090724,390,1
194127748,194128116,369,1
194163445,194163786,342,1
194181037,194181570,534,1
194189989,194190303,315,1
194201944,194202291,348,1
194203141,194203569,429,1
194225545,194225865,321,1
194263027,194263383,357,1
194298169,194298477,309,1
194310547,194310873,327,1
194339785,194340180,396,1
194343733,194344038,306,1
194363509,194363820,312,1
194366701,194367087,387,1
194368348,194368704,357,1
194375752,194376057,306,1
194418187,194418555,369,1
194462494,194462793,300,1
194468824,194469600,777,1
194472208,194472585,378,1
194538511,194538852,342,1
194540875,194541198,324,1
194543662,194544258,597,1
194576983,194577444,462,1
194586253,194586771,519,1
194591164,194591475,312,1
194636647,194637003,357,1
194643760,194645034,1275,1
194651011,194651328,318,1
194671552,194671869,318,1
194725669,194726118,450,1
194732074,194732430,357,1
194747677,194748024,348,1
194792182,194792481,300,1
194800807,194801112,306,1
194809333,194809692,360,1
194865127,194865702,576,1
194887150,194888025,876,1
194897908,194898261,354,1
194914636,194914947,312,1
194932357,194932698,342,1
194932903,194933445,543,1
194949310,194949612,303,1
194959036,194959341,306,1
194967439,194967756,318,1
194970916,194971476,561,1
195022768,195023112,345,1
195036055,195036399,345,1
195087418,195087831,414,1
195148384,195148950,567,1
195149263,195149568,306,1
195171823,195172221,399,1
195177508,195177885,378,1
195193483,195194601,1119,1
195211696,195212040,345,1
195215593,195216108,516,1
195230224,195230586,363,1
195240601,195241041,441,1
195241078,195241398,321,1
195245359,195246399,1041,1
195302092,195302673,582,1
195304954,195305712,759,1
195316687,195317073,387,1
195320788,195322656,1869,1
195327742,195328092,351,1
195353920,195354246,327,1
195365185,195365484,300,1
195365941,195366429,489,1
195367306,195368049,744,1
195369250,195369657,408,1
3019868,3020455,588,2
3021851,3022162,312,2
3031358,3031762,405,2
3037760,3038152,393,2
3041984,3043213,1230,2
3044489,3044860,372,2
3050045,3050674,630,2
3054233,3054733,501,2
3085175,3085930,756,2
3091892,3092224,333,2
3093539,3093952,414,2
3141851,3142675,825,2
3157334,3158209,876,2
3159677,3160312,636,2
3188645,3189073,429,2
3197894,3198292,399,2
3243077,3243610,534,2
3261506,3261994,489,2
3274793,3275644,852,2
3281174,3281473,300,2
3291239,3291643,405,2
3302963,3303394,432,2
3303542,3304318,777,2
3304325,3305104,780,2
3306455,3306931,477,2
3338009,3338494,486,2
3345188,3345490,303,2
3346565,3348931,2367,2
3382496,3382852,357,2
3412919,3413230,312,2
3500327,3500878,552,2
3520478,3521014,537,2
3531893,3532300,408,2
3532385,3532720,336,2
3644669,3645007,339,2
3720659,3720982,324,2
3748247,3749317,1071,2
3749360,3750454,1095,2
3760097,3760417,321,2
3771221,3771712,492,2
3792656,3793105,450,2
3805814,3806188,375,2
3820079,3820381,303,2
3825743,3826177,435,2
3830780,3831172,393,2
3846497,3846901,405,2
3848081,3848473,393,2
3849005,3849316,312,2
3869372,3869704,333,2
3871811,3872182,372,2
3960740,3961417,678,2
3965030,3965575,546,2
3974513,3974854,342,2
3975518,3975817,300,2
4043213,4043533,321,2
4045913,4046308,396,2
4080113,4080664,552,2
4130138,4130509,372,2
4132022,4132321,300,2
4139135,4139545,411,2
4155791,4156123,333,2
4158386,4158811,426,2
4171700,4172191,492,2
4190645,4191010,366,2
4191068,4193176,2109,2
4204763,4205083,321,2
4243634,4244026,393,2
4253945,4254481,537,2
4256756,4258879,2124,2
4285019,4285498,480,2
4335824,4336165,342,2
4337012,4337323,312,2
4340180,4340650,471,2
4355570,4356154,585,2
4360964,4361353,390,2
4374587,4374895,309,2
4375580,4376071,492,2
4381112,4381483,372,2
4427972,4428304,333,2
4437044,4437580,537,2
4439768,4440196,429,2
4440359,4440871,513,2
4442198,4443349,1152,2
4444328,4445203,876,2
4456718,4457185,468,2
4458875,4459177,303,2
4480805,4481119,315,2
4525739,4526083,345,2
4554977,4555696,720,2
4561319,4562434,1116,2
4570679,4571041,363,2
4571495,4571872,378,2
4596365,4596760,396,2
4606634,4607374,741,2
4634363,4634692,330,2
4645616,4645933,318,2
4670432,4670794,363,2
4681235,4681552,318,2
4687943,4688314,372,2
4691459,4691890,432,2
4712108,4712473,366,2
4717673,4717996,324,2
4735625,4735930,306,2
4765499,4766059,561,2
4775138,4775803,666,2
4807400,4808116,717,2
4878617,4878916,300,2
4948799,4949290,492,2
4972793,4973356,564,2
4985624,4985926,303,2
5019110,5019694,585,2
5020508,5020918,411,2
5049419,5049724,306,2
5072315,5073085,771,2
5114723,5115079,357,2
5165669,5166004,336,2
5169881,5170237,357,2
5191193,5191945,753,2
5251415,5251966,552,2
5258540,5258902,363,2
5276336,5276659,324,2
5287562,5287864,303,2
5327360,5327740,381,2
5329427,5329729,303,2
5331800,5332210,411,2
5341694,5342092,399,2
5343209,5343808,600,2
5344697,5345005,309,2
5346554,5346874,321,2
5352728,5356180,3453,2
5358560,5358925,366,2
5423399,5423827,429,2
5443430,5443798,369,2
5447543,5447893,351,2
5473490,5474083,594,2
5477885,5478583,699,2
5511107,5511409,303,2
5531501,5531830,330,2
5546525,5546827,303,2
5574896,5575447,552,2
5632955,5633299,345,2
5634488,5634820,333,2
5667140,5667571,432,2
5676458,5676955,498,2
5738522,5738848,327,2
5756285,5756614,330,2
5763842,5764171,330,2
5766068,5766946,879,2
5818424,5818756,333,2
5822072,5825917,3846,2
5834675,5835118,444,2
5870324,5870626,303,2
5912660,5913052,393,2
5924132,5924464,333,2
5946917,5947243,327,2
6000656,6001387,732,2
6025733,6026062,330,2
6028547,6029044,498,2
6029081,6030217,1137,2
6030275,6030895,621,2
6031142,6031513,372,2
6035120,6035524,405,2
6046121,6046573,453,2
6046868,6047626,759,2
6067343,6067651,309,2
6071603,6072148,546,2
6103550,6104005,456,2
6107075,6107410,336,2
6122219,6122896,678,2
6145958,6146371,414,2
6150182,6150499,318,2
6168716,6171436,2721,2
6176246,6176569,324,2
6201815,6202195,381,2
6238175,6238492,318,2
6248552,6250171,1620,2
6253601,6254065,465,2
6299705,6300214,510,2
6300248,6300625,378,2
6307601,6307915,315,2
6326480,6326845,366,2
6337205,6337549,345,2
6382835,6383326,492,2
6395129,6395437,309,2
6409715,6410017,303,2
6424169,6424480,312,2
6437867,6438601,735,2
6441218,6441610,393,2
6448601,6448930,330,2
6509642,6510022,381,2
6532508,6532906,399,2
6557045,6557422,378,2
6558182,6558613,432,2
6574367,6574702,336,2
6596306,6596665,360,2
6631991,6632344,354,2
6663521,6663865,345,2
6684821,6685123,303,2
6690065,6690598,534,2
6695087,6695482,396,2
6741467,6741814,348,2
6747134,6747445,312,2
6802247,6803182,936,2
6805247,6805600,354,2
6806408,6806755,348,2
6839069,6839848,780,2
6872090,6872389,300,2
6916559,6916888,330,2
6918872,6920623,1752,2
6920675,6922606,1932,2
6933584,6933913,330,2
6944087,6944410,324,2
6947063,6947371,309,2
6985982,6986401,420,2
6989405,6989878,474,2
7056110,7056649,540,2
7057535,7057867,333,2
7080719,7081387,669,2
7081427,7082143,717,2
7088441,7088917,477,2
7117592,7117915,324,2
7118747,7119262,516,2
7135208,7135543,336,2
7177739,7179037,1299,2
7183850,7184152,303,2
7191134,7192249,1116,2
7198769,7199170,402,2
7220822,7221121,300,2
7222040,7222369,330,2
7258814,7259200,387,2
7277408,7277773,366,2
7282463,7282801,339,2
7327733,7328035,303,2
7338866,7339174,309,2
7348166,7348657,492,2
7356974,7357318,345,2
7364534,7364977,444,2
7368770,7369333,564,2
7371548,7371919,372,2
7378457,7378813,357,2
7398371,7398718,348,2
7407260,7407622,363,2
7412678,7413379,702,2
7437377,7437676,300,2
7501934,7502314,381,2
7540373,7540762,390,2
7570943,7571242,300,2
7610648,7611115,468,2
7630508,7630876,369,2
7656005,7656433,429,2
7667255,7667554,300,2
7702517,7702819,303,2
7704077,7704517,441,2
7704674,7704985,312,2
7715483,7715950,468,2
7754969,7755277,309,2
7771604,7771909,306,2
7795793,7796344,552,2
7814165,7814569,405,2
7815296,7815724,429,2
7845296,7847650,2355,2
7847759,7849036,1278,2
7860833,7861261,429,2
7896341,7896646,306,2
7906676,7906984,309,2
7930868,7931536,669,2
7934393,7934716,324,2
7970804,7971226,423,2
7986902,7987336,435,2
7989032,7989343,312,2
7997042,7998253,1212,2
7998473,7999456,984,2
8006459,8006818,360,2
8029505,8029828,324,2
8047748,8048194,447,2
8061281,8061643,363,2
8070311,8070712,402,2
8092901,8093311,411,2
8124296,8124781,486,2
8125355,8125813,459,2
8139554,8139988,435,2
8165156,8165485,330,2
8190740,8192161,1422,2
8199008,8199340,333,2
8210294,8210746,453,2
8212085,8212402,318,2
8231396,8231737,342,2
8236994,8237386,393,2
8252441,8253913,1473,2
8279135,8279515,381,2
8306204,8306662,459,2
8307821,8308147,327,2
8325830,8326279,450,2
8326913,8327317,405,2
8368022,8368552,531,2
8368868,8369380,513,2
8370035,8370400,366,2
8371094,8371666,573,2
8372375,8372746,372,2
8376248,8376853,606,2
8401979,8402296,318,2
8402513,8402926,414,2
8410451,8410753,303,2
8411753,8412133,381,2
8437742,8438065,324,2
8440766,8442145,1380,2
8456231,8456650,420,2
8480072,8480386,315,2
8511782,8512198,417,2
8561402,8561776,375,2
8588771,8589070,300,2
8610137,8610439,303,2
8627837,8628214,378,2
8640362,8640727,366,2
8664101,8664559,459,2
8666309,8667016,708,2
8667077,8667445,369,2
8667503,8667874,372,2
8667905,8668630,726,2
8668634,8669041,408,2
8689622,8690695,1074,2
8697728,8698099,372,2
8708192,8708497,306,2
8709899,8710639,741,2
8716442,8717956,1515,2
8718863,8719396,534,2
8734829,8735161,333,2
8750312,8750635,324,2
8760218,8760592,375,2
8763008,8763673,666,2
8793566,8793910,345,2
8838482,8839042,561,2
8856743,8857042,300,2
8864435,8864737,303,2
8875220,8875522,303,2
8875760,8876149,390,2
8899985,8900377,393,2
8958023,8958340,318,2
8959781,8960182,402,2
8976494,8976802,309,2
8983295,8983600,306,2
8987639,8988121,483,2
8988227,8988610,384,2
9058874,9059989,1116,2
9072758,9073066,309,2
9087704,9088216,513,2
9094190,9094543,354,2
9094601,9095269,669,2
9106151,9106489,339,2
9113585,9113929,345,2
9115334,9115648,315,2
9122420,9122872,453,2
9123242,9124624,1383,2
9136076,9136492,417,2
9176339,9177412,1074,2
9228845,9229228,384,2
9230312,9230710,399,2
9232610,9233026,417,2
9241463,9242215,753,2
9341630,9341947,318,2
9402650,9403099,450,2
9403157,9403687,531,2
9403691,9404041,351,2
9406214,9406609,396,2
9412637,9413116,480,2
9416357,9416719,363,2
9437903,9438250,348,2
9442460,9442765,306,2
9451016,9451390,375,2
9460967,9461530,564,2
9469325,9469918,594,2
9479576,9479977,402,2
9505136,9505495,360,2
9534659,9535075,417,2
9567608,9567943,336,2
9597518,9597847,330,2
9609422,9609727,306,2
9612191,9612616,426,2
9618128,9618643,516,2
9650360,9650692,333,2
9700193,9700633,441,2
9715232,9715642,411,2
9752399,9752836,438,2
9756044,9756811,768,2
9768929,9769228,300,2
9783023,9783496,474,2
9794036,9794341,306,2
9836030,9836362,333,2
9847994,9848389,396,2
9855242,9855625,384,2
9877310,9877750,441,2
9922130,9922465,336,2
9961997,9962329,333,2
10039499,10039813,315,2
10052081,10052533,453,2
10099238,10099540,303,2
10102901,10103209,309,2
10119329,10119631,303,2
10123430,10123774,345,2
10125341,10125640,300,2
10127828,10128178,351,2
10141466,10141882,417,2
10225067,10225486,420,2
10239275,10239574,300,2
10322318,10323022,705,2
10330955,10331353,399,2
10335479,10335823,345,2
10340492,10341055,564,2
10350977,10351663,687,2
10360760,10361059,300,2
10382336,10382734,399,2
10383524,10384546,1023,2
10385120,10386583,1464,2
10386716,10387111,396,2
10387220,10388431,1212,2
10394735,10395070,336,2
10445816,10446154,339,2
10450493,10450840,348,2
10515179,10515526,348,2
10516775,10517167,393,2
10547789,10548121,333,2
10574081,10574404,324,2
10574486,10574821,336,2
10576094,10576411,318,2
10579010,10579504,495,2
10604921,10605262,342,2
10658015,10658443,429,2
10696058,10696429,372,2
10709993,10710298,306,2
10736978,10737340,363,2
10748195,10748626,432,2
10755527,10755847,321,2
10758734,10759609,876,2
10761059,10761526,468,2
10807352,10807732,381,2
10810820,10811212,393,2
10824386,10824919,534,2
10825766,10826098,333,2
10868255,10868575,321,2
10890173,10891885,1713,2
10892300,10895434,3135,2
10909757,10910155,399,2
10911092,10911835,744,2
10912340,10912699,360,2
10922330,10922854,525,2
10923620,10923955,336,2
10944740,10945081,342,2
11019563,11019931,369,2
11052206,11052571,366,2
11062547,11062855,309,2
11074562,11074963,402,2
11093501,11093809,309,2
11107817,11108125,309,2
11167469,11167798,330,2
11237030,11237440,411,2
11287166,11287507,342,2
11338895,11339272,378,2
11369735,11370052,318,2
11420426,11420731,306,2
11429357,11429740,384,2
11441606,11442040,435,2
11481659,11482069,411,2
11496479,11496964,486,2
11497208,11498194,987,2
11522960,11523292,333,2
11528906,11529232,327,2
11533832,11534260,429,2
11536544,11536903,360,2
11580287,11580718,432,2
11661431,11661922,492,2
11663924,11664235,312,2
11707292,11707627,336,2
11752961,11753494,534,2
11822093,11822413,321,2
11831153,11831512,360,2
11855342,11856457,1116,2
11857577,11858038,462,2
11860589,11861086,498,2
11871512,11871823,312,2
11897420,11897782,363,2
11898788,11899180,393,2
11899724,11900113,390,2
11919524,11919943,420,2
11944385,11944696,312,2
11946614,11947060,447,2
11964941,11965573,633,2
12009992,12010306,315,2
12028121,12028618,498,2
12032264,12032800,537,2
12040874,12041653,780,2
12042863,12043273,411,2
12075395,12075838,444,2
12077066,12078094,1029,2
12098195,12098782,588,2
12123944,12124336,393,2
12126395,12126787,393,2
12157286,12157597,312,2
12162482,12162841,360,2
12170657,12171085,429,2
12175943,12176422,480,2
12198365,12198991,627,2
12201851,12202171,321,2
12223034,12223351,318,2
12226490,12226879,390,2
12234161,12234505,345,2
12248000,12248308,309,2
12255587,12255907,321,2
12266012,12266452,441,2
12266609,12266920,312,2
12269135,12269668,534,2
12300029,12300373,345,2
12322046,12322540,495,2
12333635,12333973,339,2
12377441,12378715,1275,2
12378788,12379651,864,2
12454769,12455146,378,2
12458912,12459262,351,2
12459407,12459733,327,2
12461273,12461806,534,2
12461822,12462121,300,2
12462425,12462889,465,2
12469625,12470080,456,2
12489653,12490036,384,2
12506594,12506914,321,2
12512588,12513079,492,2
12522653,12522955,303,2
12532292,12532822,531,2
12535973,12536725,753,2
12565577,12565933,357,2
12589013,12589333,321,2
12655856,12656242,387,2
12657365,12657919,555,2
12677159,12677464,306,2
12692507,12692902,396,2
12695846,12696280,435,2
12712466,12712780,315,2
12722357,12722713,357,2
12838286,12838615,330,2
12839558,12839953,396,2
12855785,12856135,351,2
12865109,12865639,531,2
12933455,12933874,420,2
12947258,12947812,555,2
12957773,12958297,525,2
12960338,12960688,351,2
12962855,12963526,672,2
12965381,12965701,321,2
12990209,12990511,303,2
12992600,12992926,327,2
13002263,13002583,321,2
13045523,13046056,534,2
13046402,13046785,384,2
13065941,13066246,306,2
13099223,13099597,375,2
13117856,13118230,375,2
13129907,13130350,444,2
13184672,13184995,324,2
13192709,13193134,426,2
13208945,13209499,555,2
